Ticker,Name,prices,market_caps,total_volumes,Dates
BTC,Bitcoin,78.48,892405890.0,0.0,2013-07-05 00:00:00.000
BTC,Bitcoin,67.809,771368060.0,0.0,2013-07-06 00:00:00.000
BTC,Bitcoin,68.0831,774804401.0,0.0,2013-07-07 00:00:00.000
BTC,Bitcoin,77.502,882356395.0,0.0,2013-07-08 00:00:00.000
BTC,Bitcoin,76.3915,870081997.0,0.0,2013-07-09 00:00:00.000
BTC,Bitcoin,77.0,877378425.0,0.0,2013-07-10 00:00:00.000
BTC,Bitcoin,85.75,977479256.0,0.0,2013-07-11 00:00:00.000
BTC,Bitcoin,93.804,1069724400.0,0.0,2013-07-12 00:00:00.000
BTC,Bitcoin,88.0622,1004551934.0,0.0,2013-07-13 00:00:00.000
BTC,Bitcoin,95.58,1090715949.0,0.0,2013-07-14 00:00:00.000
BTC,Bitcoin,94.0,1073073450.0,0.0,2013-07-15 00:00:00.000
BTC,Bitcoin,97.301,1111179853.0,0.0,2013-07-16 00:00:00.000
BTC,Bitcoin,98.9796,1130735527.0,0.0,2013-07-17 00:00:00.000
BTC,Bitcoin,97.8,1117707300.0,0.0,2013-07-18 00:00:00.000
BTC,Bitcoin,88.7869,1015062893.0,0.0,2013-07-19 00:00:00.000
BTC,Bitcoin,91.572,1047311253.0,0.0,2013-07-20 00:00:00.000
BTC,Bitcoin,89.28,1021492656.0,0.0,2013-07-21 00:00:00.000
BTC,Bitcoin,90.3672,1034399451.0,0.0,2013-07-22 00:00:00.000
BTC,Bitcoin,91.7024,1050054379.0,0.0,2013-07-23 00:00:00.000
BTC,Bitcoin,94.5806,1083333286.0,0.0,2013-07-24 00:00:00.000
BTC,Bitcoin,94.525,1083076902.0,0.0,2013-07-25 00:00:00.000
BTC,Bitcoin,96.9499,1111232483.0,0.0,2013-07-26 00:00:00.000
BTC,Bitcoin,94.13,1079278107.0,0.0,2013-07-27 00:00:00.000
BTC,Bitcoin,94.005,1078286703.0,0.0,2013-07-28 00:00:00.000
BTC,Bitcoin,98.5759,1131111629.0,0.0,2013-07-29 00:00:00.000
BTC,Bitcoin,101.5,1165105812.0,0.0,2013-07-30 00:00:00.000
BTC,Bitcoin,110.34,1267183179.0,0.0,2013-07-31 00:00:00.000
BTC,Bitcoin,106.23,1220481782.0,0.0,2013-08-01 00:00:00.000
BTC,Bitcoin,101.61,1167849454.0,0.0,2013-08-02 00:00:00.000
BTC,Bitcoin,103.7,1192378895.0,0.0,2013-08-03 00:00:00.000
BTC,Bitcoin,104.86,1206152150.0,0.0,2013-08-04 00:00:00.000
BTC,Bitcoin,106.56,1226188584.0,0.0,2013-08-05 00:00:00.000
BTC,Bitcoin,105.841,1218425716.0,0.0,2013-08-06 00:00:00.000
BTC,Bitcoin,106.75,1229098150.0,0.0,2013-08-07 00:00:00.000
BTC,Bitcoin,101.672,1171586790.0,0.0,2013-08-08 00:00:00.000
BTC,Bitcoin,103.4,1192028805.0,0.0,2013-08-09 00:00:00.000
BTC,Bitcoin,102.71,1184605785.0,0.0,2013-08-10 00:00:00.000
BTC,Bitcoin,103.77,1197378682.0,0.0,2013-08-11 00:00:00.000
BTC,Bitcoin,105.18,1214268916.0,0.0,2013-08-12 00:00:00.000
BTC,Bitcoin,106.068,1225008501.0,0.0,2013-08-13 00:00:00.000
BTC,Bitcoin,111.621,1289602061.0,0.0,2013-08-14 00:00:00.000
BTC,Bitcoin,111.87,1292943118.0,0.0,2013-08-15 00:00:00.000
BTC,Bitcoin,109.867,1270257534.0,0.0,2013-08-16 00:00:00.000
BTC,Bitcoin,112.74,1304015666.0,0.0,2013-08-17 00:00:00.000
BTC,Bitcoin,114.4,1323762440.0,0.0,2013-08-18 00:00:00.000
BTC,Bitcoin,118.782,1375023402.0,0.0,2013-08-19 00:00:00.000
BTC,Bitcoin,120.5,1395441212.0,0.0,2013-08-20 00:00:00.000
BTC,Bitcoin,121.51,1407757143.0,0.0,2013-08-21 00:00:00.000
BTC,Bitcoin,122.499,1419858347.0,0.0,2013-08-22 00:00:00.000
BTC,Bitcoin,120.0,1391517000.0,0.0,2013-08-23 00:00:00.000
BTC,Bitcoin,120.44,1397179275.0,0.0,2013-08-24 00:00:00.000
BTC,Bitcoin,122.0,1415749000.0,0.0,2013-08-25 00:00:00.000
BTC,Bitcoin,122.04,1416676932.0,0.0,2013-08-26 00:00:00.000
BTC,Bitcoin,125.67,1459371151.0,0.0,2013-08-27 00:00:00.000
BTC,Bitcoin,123.02,1429111038.0,0.0,2013-08-28 00:00:00.000
BTC,Bitcoin,123.44,1434594992.0,0.0,2013-08-29 00:00:00.000
BTC,Bitcoin,129.2,1502172870.0,0.0,2013-08-30 00:00:00.000
BTC,Bitcoin,137.76,1602407100.0,0.0,2013-08-31 00:00:00.000
BTC,Bitcoin,138.17,1607960283.0,0.0,2013-09-01 00:00:00.000
BTC,Bitcoin,137.17,1597132036.0,0.0,2013-09-02 00:00:00.000
BTC,Bitcoin,137.51,1601702729.0,0.0,2013-09-03 00:00:00.000
BTC,Bitcoin,135.21,1575534525.0,0.0,2013-09-04 00:00:00.000
BTC,Bitcoin,129.96,1514888487.0,0.0,2013-09-05 00:00:00.000
BTC,Bitcoin,126.13,1470861842.0,0.0,2013-09-06 00:00:00.000
BTC,Bitcoin,123.73,1443353756.0,0.0,2013-09-07 00:00:00.000
BTC,Bitcoin,121.77,1420952396.0,0.0,2013-09-08 00:00:00.000
BTC,Bitcoin,126.4,1475596760.0,0.0,2013-09-09 00:00:00.000
BTC,Bitcoin,127.78,1492304286.0,0.0,2013-09-10 00:00:00.000
BTC,Bitcoin,131.65,1538132775.0,0.0,2013-09-11 00:00:00.000
BTC,Bitcoin,134.22,1568874092.0,0.0,2013-09-12 00:00:00.000
BTC,Bitcoin,135.05,1579271324.0,0.0,2013-09-13 00:00:00.000
BTC,Bitcoin,131.39,1537187451.0,0.0,2013-09-14 00:00:00.000
BTC,Bitcoin,129.95,1520967287.0,0.0,2013-09-15 00:00:00.000
BTC,Bitcoin,131.48,1539430293.0,0.0,2013-09-16 00:00:00.000
BTC,Bitcoin,131.31,1538014334.0,0.0,2013-09-17 00:00:00.000
BTC,Bitcoin,132.06,1547280990.0,0.0,2013-09-18 00:00:00.000
BTC,Bitcoin,130.23,1526484433.0,0.0,2013-09-19 00:00:00.000
BTC,Bitcoin,128.57,1507618248.0,0.0,2013-09-20 00:00:00.000
BTC,Bitcoin,126.78,1487211807.0,0.0,2013-09-21 00:00:00.000
BTC,Bitcoin,128.37,1506534274.0,0.0,2013-09-22 00:00:00.000
BTC,Bitcoin,126.73,1487984454.0,0.0,2013-09-23 00:00:00.000
BTC,Bitcoin,126.09,1481135098.0,0.0,2013-09-24 00:00:00.000
BTC,Bitcoin,127.99,1504122481.0,0.0,2013-09-25 00:00:00.000
BTC,Bitcoin,128.02,1505025524.0,0.0,2013-09-26 00:00:00.000
BTC,Bitcoin,131.84,1550524096.0,0.0,2013-09-27 00:00:00.000
BTC,Bitcoin,133.93,1575663012.0,0.0,2013-09-28 00:00:00.000
BTC,Bitcoin,140.28,1650965841.0,0.0,2013-09-29 00:00:00.000
BTC,Bitcoin,131.65,1549941780.0,0.0,2013-09-30 00:00:00.000
BTC,Bitcoin,132.55,1561200410.0,0.0,2013-10-01 00:00:00.000
BTC,Bitcoin,132.04,1555751397.0,0.0,2013-10-02 00:00:00.000
BTC,Bitcoin,123.07,1450746083.0,0.0,2013-10-03 00:00:00.000
BTC,Bitcoin,128.26,1512486811.0,0.0,2013-10-04 00:00:00.000
BTC,Bitcoin,129.57,1528611793.0,0.0,2013-10-05 00:00:00.000
BTC,Bitcoin,127.56,1505549223.0,0.0,2013-10-06 00:00:00.000
BTC,Bitcoin,128.38,1515724889.0,0.0,2013-10-07 00:00:00.000
BTC,Bitcoin,125.72,1484816060.0,0.0,2013-10-08 00:00:00.000
BTC,Bitcoin,130.9,1546580228.0,0.0,2013-10-09 00:00:00.000
BTC,Bitcoin,129.68,1532820842.0,0.0,2013-10-10 00:00:00.000
BTC,Bitcoin,130.27,1540367845.0,0.0,2013-10-11 00:00:00.000
BTC,Bitcoin,135.35,1601082220.0,0.0,2013-10-12 00:00:00.000
BTC,Bitcoin,135.48,1603402413.0,0.0,2013-10-13 00:00:00.000
BTC,Bitcoin,140.48,1663458800.0,0.0,2013-10-14 00:00:00.000
BTC,Bitcoin,143.89,1704751164.0,0.0,2013-10-15 00:00:00.000
BTC,Bitcoin,143.61,1702245233.0,0.0,2013-10-16 00:00:00.000
BTC,Bitcoin,146.15,1732995548.0,0.0,2013-10-17 00:00:00.000
BTC,Bitcoin,151.34,1795176162.0,0.0,2013-10-18 00:00:00.000
BTC,Bitcoin,170.51,2023531688.0,0.0,2013-10-19 00:00:00.000
BTC,Bitcoin,172.01,2042261829.0,0.0,2013-10-20 00:00:00.000
BTC,Bitcoin,181.41,2154778910.0,0.0,2013-10-21 00:00:00.000
BTC,Bitcoin,193.45,2298993654.0,0.0,2013-10-22 00:00:00.000
BTC,Bitcoin,206.78,2458505640.0,0.0,2013-10-23 00:00:00.000
BTC,Bitcoin,198.8,2364666360.0,0.0,2013-10-24 00:00:00.000
BTC,Bitcoin,172.48,2052637048.0,0.0,2013-10-25 00:00:00.000
BTC,Bitcoin,178.96,2130644072.0,0.0,2013-10-26 00:00:00.000
BTC,Bitcoin,189.83,2260913266.0,0.0,2013-10-27 00:00:00.000
BTC,Bitcoin,198.55,2365643830.0,0.0,2013-10-28 00:00:00.000
BTC,Bitcoin,204.39,2436022215.0,0.0,2013-10-29 00:00:00.000
BTC,Bitcoin,204.2,2434768490.0,0.0,2013-10-30 00:00:00.000
BTC,Bitcoin,203.88,2432069229.0,0.0,2013-10-31 00:00:00.000
BTC,Bitcoin,205.26,2449516394.0,0.0,2013-11-01 00:00:00.000
BTC,Bitcoin,206.89,2470106260.0,0.0,2013-11-02 00:00:00.000
BTC,Bitcoin,212.45,2537555912.0,0.0,2013-11-03 00:00:00.000
BTC,Bitcoin,226.28,2703825377.0,0.0,2013-11-04 00:00:00.000
BTC,Bitcoin,230.63,2756789579.0,0.0,2013-11-05 00:00:00.000
BTC,Bitcoin,260.85,3119094311.0,0.0,2013-11-06 00:00:00.000
BTC,Bitcoin,295.63,3536067384.0,0.0,2013-11-07 00:00:00.000
BTC,Bitcoin,332.02,3972444990.0,0.0,2013-11-08 00:00:00.000
BTC,Bitcoin,358.0,4284552950.0,0.0,2013-11-09 00:00:00.000
BTC,Bitcoin,313.0,3747322075.0,0.0,2013-11-10 00:00:00.000
BTC,Bitcoin,340.55,4078792891.0,0.0,2013-11-11 00:00:00.000
BTC,Bitcoin,355.48,4259334699.0,0.0,2013-11-12 00:00:00.000
BTC,Bitcoin,404.17,4844512975.0,0.0,2013-11-13 00:00:00.000
BTC,Bitcoin,408.84,4902328893.0,0.0,2013-11-14 00:00:00.000
BTC,Bitcoin,424.16,5087746180.0,0.0,2013-11-15 00:00:00.000
BTC,Bitcoin,437.41,5248843453.0,0.0,2013-11-16 00:00:00.000
BTC,Bitcoin,488.36,5862542038.0,0.0,2013-11-17 00:00:00.000
BTC,Bitcoin,580.87,6975450004.0,0.0,2013-11-18 00:00:00.000
BTC,Bitcoin,614.4,7380464640.0,0.0,2013-11-19 00:00:00.000
BTC,Bitcoin,565.34,6793450510.0,0.0,2013-11-20 00:00:00.000
BTC,Bitcoin,675.06,8114440594.0,0.0,2013-11-21 00:00:00.000
BTC,Bitcoin,731.15,8790506777.0,0.0,2013-11-22 00:00:00.000
BTC,Bitcoin,819.31,9853534129.0,0.0,2013-11-23 00:00:00.000
BTC,Bitcoin,764.43,9196532447.0,0.0,2013-11-24 00:00:00.000
BTC,Bitcoin,793.07,9544775891.0,0.0,2013-11-25 00:00:00.000
BTC,Bitcoin,832.93,10028164851.0,0.0,2013-11-26 00:00:00.000
BTC,Bitcoin,914.13,11009416068.0,0.0,2013-11-27 00:00:00.000
BTC,Bitcoin,979.08,11795833455.0,0.0,2013-11-28 00:00:00.000
BTC,Bitcoin,1101.83,13280659993.0,0.0,2013-11-29 00:00:00.000
BTC,Bitcoin,1127.45,13593664650.0,0.0,2013-11-30 00:00:00.000
BTC,Bitcoin,1033.39,12464724345.0,0.0,2013-12-01 00:00:00.000
BTC,Bitcoin,974.03,11753157346.0,0.0,2013-12-02 00:00:00.000
BTC,Bitcoin,1078.64,13020236474.0,0.0,2013-12-03 00:00:00.000
BTC,Bitcoin,1121.48,13542487814.0,0.0,2013-12-04 00:00:00.000
BTC,Bitcoin,989.04,11947405392.0,0.0,2013-12-05 00:00:00.000
BTC,Bitcoin,1019.66,12322234219.0,0.0,2013-12-06 00:00:00.000
BTC,Bitcoin,811.98,9816777302.0,0.0,2013-12-07 00:00:00.000
BTC,Bitcoin,743.11,8987358118.0,0.0,2013-12-08 00:00:00.000
BTC,Bitcoin,897.89,10863885372.0,0.0,2013-12-09 00:00:00.000
BTC,Bitcoin,927.78,11230173843.0,0.0,2013-12-10 00:00:00.000
BTC,Bitcoin,887.08,10741252534.0,0.0,2013-12-11 00:00:00.000
BTC,Bitcoin,878.17,10636987805.0,0.0,2013-12-12 00:00:00.000
BTC,Bitcoin,897.27,10872198158.0,0.0,2013-12-13 00:00:00.000
BTC,Bitcoin,866.99,10509219285.0,0.0,2013-12-14 00:00:00.000
BTC,Bitcoin,854.62,10363485334.0,0.0,2013-12-15 00:00:00.000
BTC,Bitcoin,789.15,9573257565.0,0.0,2013-12-16 00:00:00.000
BTC,Bitcoin,691.65,8393847109.0,0.0,2013-12-17 00:00:00.000
BTC,Bitcoin,559.36,6791343584.0,0.0,2013-12-18 00:00:00.000
BTC,Bitcoin,677.84,8233502182.0,0.0,2013-12-19 00:00:00.000
BTC,Bitcoin,694.25,8436421862.0,0.0,2013-12-20 00:00:00.000
BTC,Bitcoin,596.12,7246404914.0,0.0,2013-12-21 00:00:00.000
BTC,Bitcoin,650.27,7907201916.0,0.0,2013-12-22 00:00:00.000
BTC,Bitcoin,645.75,7854951431.0,0.0,2013-12-23 00:00:00.000
BTC,Bitcoin,659.94,8030446893.0,0.0,2013-12-24 00:00:00.000
BTC,Bitcoin,668.74,8140337961.0,0.0,2013-12-25 00:00:00.000
BTC,Bitcoin,734.59,8944973877.0,0.0,2013-12-26 00:00:00.000
BTC,Bitcoin,734.27,8944473292.0,62881800.0,2013-12-27 00:00:00.000
BTC,Bitcoin,738.81,9002769255.0,28121600.0,2013-12-28 00:00:00.000
BTC,Bitcoin,726.47,8855251580.0,27018300.0,2013-12-29 00:00:00.000
BTC,Bitcoin,760.52,9270681761.0,24717100.0,2013-12-30 00:00:00.000
BTC,Bitcoin,755.16,9205343763.0,21903500.0,2013-12-31 00:00:00.000
BTC,Bitcoin,767.74,9358693020.0,23448600.0,2014-01-01 00:00:00.000
BTC,Bitcoin,772.53,9417082760.0,16837800.0,2014-01-02 00:00:00.000
BTC,Bitcoin,825.47,10062417390.0,54171500.0,2014-01-03 00:00:00.000
BTC,Bitcoin,849.14,10350952914.0,36344700.0,2014-01-04 00:00:00.000
BTC,Bitcoin,919.41,11207538944.0,62414600.0,2014-01-05 00:00:00.000
BTC,Bitcoin,936.38,11414401972.0,88584600.0,2014-01-06 00:00:00.000
BTC,Bitcoin,826.5,10107681750.0,80268100.0,2014-01-07 00:00:00.000
BTC,Bitcoin,838.32,10256342208.0,78060300.0,2014-01-08 00:00:00.000
BTC,Bitcoin,853.29,10443906952.0,58813600.0,2014-01-09 00:00:00.000
BTC,Bitcoin,863.3,10570439442.0,29763600.0,2014-01-10 00:00:00.000
BTC,Bitcoin,905.72,11094594497.0,48299500.0,2014-01-11 00:00:00.000
BTC,Bitcoin,867.45,10630187711.0,40171100.0,2014-01-12 00:00:00.000
BTC,Bitcoin,840.96,10309307616.0,42950500.0,2014-01-13 00:00:00.000
BTC,Bitcoin,838.05,10276902394.0,23469400.0,2014-01-14 00:00:00.000
BTC,Bitcoin,860.44,10555404678.0,28600400.0,2014-01-15 00:00:00.000
BTC,Bitcoin,837.98,10283900055.0,18719700.0,2014-01-16 00:00:00.000
BTC,Bitcoin,812.9,9979241690.0,39266000.0,2014-01-17 00:00:00.000
BTC,Bitcoin,840.0,10315662000.0,18052700.0,2014-01-18 00:00:00.000
BTC,Bitcoin,838.17,10293335273.0,17574100.0,2014-01-19 00:00:00.000
BTC,Bitcoin,869.15,10677333920.0,25421600.0,2014-01-20 00:00:00.000
BTC,Bitcoin,869.57,10686776168.0,26779700.0,2014-01-21 00:00:00.000
BTC,Bitcoin,865.03,10635024832.0,17879900.0,2014-01-22 00:00:00.000
BTC,Bitcoin,846.97,10417265166.0,18412100.0,2014-01-23 00:00:00.000
BTC,Bitcoin,808.32,9945387408.0,20176000.0,2014-01-24 00:00:00.000
BTC,Bitcoin,804.39,9900713656.0,31742800.0,2014-01-25 00:00:00.000
BTC,Bitcoin,853.51,10508799200.0,22676800.0,2014-01-26 00:00:00.000
BTC,Bitcoin,891.86,10984370725.0,32539200.0,2014-01-27 00:00:00.000
BTC,Bitcoin,777.0,9573533550.0,61878700.0,2014-01-28 00:00:00.000
BTC,Bitcoin,816.85,10067676250.0,33409200.0,2014-01-29 00:00:00.000
BTC,Bitcoin,817.17,10074827642.0,16261700.0,2014-01-30 00:00:00.000
BTC,Bitcoin,817.93,10087796517.0,31107400.0,2014-01-31 00:00:00.000
BTC,Bitcoin,832.52,10271715012.0,14722200.0,2014-02-01 00:00:00.000
BTC,Bitcoin,836.41,10323662258.0,19347600.0,2014-02-02 00:00:00.000
BTC,Bitcoin,813.38,10043290888.0,12759200.0,2014-02-03 00:00:00.000
BTC,Bitcoin,832.36,10281144248.0,14823400.0,2014-02-04 00:00:00.000
BTC,Bitcoin,830.92,10267242207.0,15706200.0,2014-02-05 00:00:00.000
BTC,Bitcoin,805.08,9951171213.0,47441900.0,2014-02-06 00:00:00.000
BTC,Bitcoin,721.32,8918941470.0,65733100.0,2014-02-07 00:00:00.000
BTC,Bitcoin,701.61,8678266711.0,86940400.0,2014-02-08 00:00:00.000
BTC,Bitcoin,672.07,8315656524.0,34864400.0,2014-02-09 00:00:00.000
BTC,Bitcoin,689.65,8535556672.0,38527400.0,2014-02-10 00:00:00.000
BTC,Bitcoin,697.76,8638931672.0,121884000.0,2014-02-11 00:00:00.000
BTC,Bitcoin,655.26,8115968452.0,65970400.0,2014-02-12 00:00:00.000
BTC,Bitcoin,651.91,8077474557.0,19109100.0,2014-02-13 00:00:00.000
BTC,Bitcoin,623.57,7729134561.0,90917600.0,2014-02-14 00:00:00.000
BTC,Bitcoin,644.1,7986582360.0,57350800.0,2014-02-15 00:00:00.000
BTC,Bitcoin,613.85,7614456286.0,24104900.0,2014-02-16 00:00:00.000
BTC,Bitcoin,645.14,8005429360.0,48516100.0,2014-02-17 00:00:00.000
BTC,Bitcoin,625.01,7758139753.0,22066400.0,2014-02-18 00:00:00.000
BTC,Bitcoin,620.99,7711283048.0,13276100.0,2014-02-19 00:00:00.000
BTC,Bitcoin,593.89,7377405511.0,35743400.0,2014-02-20 00:00:00.000
BTC,Bitcoin,582.75,7241455462.0,56059000.0,2014-02-21 00:00:00.000
BTC,Bitcoin,571.06,7098404288.0,21675800.0,2014-02-22 00:00:00.000
BTC,Bitcoin,622.97,7746491782.0,44590700.0,2014-02-23 00:00:00.000
BTC,Bitcoin,572.39,7120130927.0,47229500.0,2014-02-24 00:00:00.000
BTC,Bitcoin,489.31,6088839080.0,111102000.0,2014-02-25 00:00:00.000
BTC,Bitcoin,567.25,7061198906.0,75039300.0,2014-02-26 00:00:00.000
BTC,Bitcoin,586.28,7300959497.0,38219000.0,2014-02-27 00:00:00.000
BTC,Bitcoin,567.2,7065922360.0,24649000.0,2014-02-28 00:00:00.000
BTC,Bitcoin,560.11,6979712746.0,22903800.0,2014-03-01 00:00:00.000
BTC,Bitcoin,561.35,6997269851.0,11143900.0,2014-03-02 00:00:00.000
BTC,Bitcoin,585.79,7304054418.0,33049800.0,2014-03-03 00:00:00.000
BTC,Bitcoin,675.0,8418886875.0,86124600.0,2014-03-04 00:00:00.000
BTC,Bitcoin,658.24,8212712376.0,26946700.0,2014-03-05 00:00:00.000
BTC,Bitcoin,654.55,8169324004.0,16659800.0,2014-03-06 00:00:00.000
BTC,Bitcoin,617.62,7711032022.0,29823000.0,2014-03-07 00:00:00.000
BTC,Bitcoin,610.37,7623170337.0,21353000.0,2014-03-08 00:00:00.000
BTC,Bitcoin,636.17,7947989895.0,15489000.0,2014-03-09 00:00:00.000
BTC,Bitcoin,621.17,7763134192.0,16425700.0,2014-03-10 00:00:00.000
BTC,Bitcoin,624.23,7803983008.0,12542300.0,2014-03-11 00:00:00.000
BTC,Bitcoin,638.07,7979719372.0,20806300.0,2014-03-12 00:00:00.000
BTC,Bitcoin,639.03,7994472985.0,12866600.0,2014-03-13 00:00:00.000
BTC,Bitcoin,629.67,7879611671.0,11939800.0,2014-03-14 00:00:00.000
BTC,Bitcoin,638.07,7987471922.0,5963930.0,2014-03-15 00:00:00.000
BTC,Bitcoin,629.55,7883319532.0,4834240.0,2014-03-16 00:00:00.000
BTC,Bitcoin,623.705,7812934238.0,13371500.0,2014-03-17 00:00:00.000
BTC,Bitcoin,612.622,7676276184.0,23217800.0,2014-03-18 00:00:00.000
BTC,Bitcoin,610.636,7653772688.0,15227500.0,2014-03-19 00:00:00.000
BTC,Bitcoin,592.07,7423640092.0,20048500.0,2014-03-20 00:00:00.000
BTC,Bitcoin,582.303,7303695511.0,38053400.0,2014-03-21 00:00:00.000
BTC,Bitcoin,561.22,7041711523.0,17983700.0,2014-03-22 00:00:00.000
BTC,Bitcoin,567.779,7127031703.0,10283000.0,2014-03-23 00:00:00.000
BTC,Bitcoin,571.418,7175538679.0,17185800.0,2014-03-24 00:00:00.000
BTC,Bitcoin,582.55,7317439677.0,18634700.0,2014-03-25 00:00:00.000
BTC,Bitcoin,584.442,7343002343.0,17583200.0,2014-03-26 00:00:00.000
BTC,Bitcoin,567.64,7133333206.0,22316700.0,2014-03-27 00:00:00.000
BTC,Bitcoin,503.661,6331497248.0,79571600.0,2014-03-28 00:00:00.000
BTC,Bitcoin,502.302,6317113200.0,26810900.0,2014-03-29 00:00:00.000
